input,target
"Qual'è il risultato numerico della seguente espressione? ((8 * -6 + 6 * 1) - (-3 * 7 * 0 - 7)) =",-35
"Qual'è il risultato numerico della seguente espressione? ((-6 - 8 - -7 * -2) - (-9 - 5 + 7 + 1)) =",-22
"Qual'è il risultato numerico della seguente espressione? ((1 - 7 - -8 * 3) + (-7 - -2 + -3 * 6)) =",-5
"Qual'è il risultato numerico della seguente espressione? ((5 * -8 - -5 * -9) * (2 - -7 * 6 - 4)) =",-3400
"Qual'è il risultato numerico della seguente espressione? ((6 + 1 - 4 - 3) - (-4 * -6 * -3 + 1)) =",71
"Qual'è il risultato numerico della seguente espressione? ((-9 - -9 + 0 + -3) + (-2 - -1 - 1 + 2)) =",-3
"Qual'è il risultato numerico della seguente espressione? ((9 - 3 + 2 + -1) - (5 - -1 - -6 * -4)) =",25
"Qual'è il risultato numerico della seguente espressione? ((-8 + 6 * -2 + 4) * (-4 * 5 + 2 - 8)) =",416
"Qual'è il risultato numerico della seguente espressione? ((3 + -1 * 7 * -6) - (-7 * -1 + -5 - -3)) =",40
"Qual'è il risultato numerico della seguente espressione? ((3 - 3 - -3 + -2) + (8 - 2 + -8 - -6)) =",5
"Qual'è il risultato numerico della seguente espressione? ((-2 + -9 - -2 * 2) - (6 * 1 * -2 * -1)) =",-19
"Qual'è il risultato numerico della seguente espressione? ((-7 + -2 * 1 - 6) + (3 + 9 * 7 + -7)) =",44
"Qual'è il risultato numerico della seguente espressione? ((4 + 7 * 4 - -5) - (-4 - 1 - -4 - 4)) =",42
"Qual'è il risultato numerico della seguente espressione? ((1 - 6 * 0 - -7) * (6 * 0 + 6 - -3)) =",72
"Qual'è il risultato numerico della seguente espressione? ((-1 + -7 + -2 - 7) * (6 - 1 - -1 * 5)) =",-170
"Qual'è il risultato numerico della seguente espressione? ((-5 + 6 - -5 + -6) + (-4 + -6 - 3 - 7)) =",-20
"Qual'è il risultato numerico della seguente espressione? ((0 - -1 + -1 + -3) - (-3 * 0 * 8 + 6)) =",-9
"Qual'è il risultato numerico della seguente espressione? ((-8 + -6 * 9 - 7) + (8 + 2 * -9 * -7)) =",65
"Qual'è il risultato numerico della seguente espressione? ((-3 * 0 * 4 - -7) + (-9 * -6 - -8 + 1)) =",70
"Qual'è il risultato numerico della seguente espressione? ((-5 - 2 + 9 * -1) * (7 - 5 + 9 * -7)) =",976
"Qual'è il risultato numerico della seguente espressione? ((5 - 7 - 8 - 6) * (-2 * -8 * -9 + 4)) =",2240
"Qual'è il risultato numerico della seguente espressione? ((-5 + 1 - 2 - -3) * (-9 * 3 + 9 + -1)) =",57
"Qual'è il risultato numerico della seguente espressione? ((-2 * -8 * 9 + -5) + (7 - -1 - -4 - 1)) =",150
"Qual'è il risultato numerico della seguente espressione? ((-2 - 5 * -5 - 6) + (-5 * -4 + 2 + -2)) =",37
"Qual'è il risultato numerico della seguente espressione? ((-5 - 6 * 5 + -9) + (1 + -4 - -2 * 6)) =",-35
"Qual'è il risultato numerico della seguente espressione? ((-8 + 0 * 0 * -1) - (7 + -1 + -3 * -2)) =",-20
"Qual'è il risultato numerico della seguente espressione? ((-9 - -3 * 1 - -3) * (-9 - 5 - -2 * -7)) =",84
"Qual'è il risultato numerico della seguente espressione? ((5 * -2 + 8 * 1) * (9 + -3 * -8 - -5)) =",-76
"Qual'è il risultato numerico della seguente espressione? ((-7 * 9 - -9 + 7) + (9 * -6 * -4 * -6)) =",-1343
"Qual'è il risultato numerico della seguente espressione? ((4 - 3 * -1 * 3) * (3 + 8 + 1 - 7)) =",65
"Qual'è il risultato numerico della seguente espressione? ((-3 - 8 * 5 + 5) - (-1 * -3 - -2 - 6)) =",-37
"Qual'è il risultato numerico della seguente espressione? ((1 + 3 - -5 - 4) + (-3 - -3 + 6 * 9)) =",59
"Qual'è il risultato numerico della seguente espressione? ((3 * 9 - 3 * 2) + (-1 * -7 - 1 - -9)) =",36
"Qual'è il risultato numerico della seguente espressione? ((7 * 9 * 3 * 6) * (-8 * -6 + -9 + -5)) =",38556
"Qual'è il risultato numerico della seguente espressione? ((1 + 1 + -7 * -6) - (4 * 2 * -5 + -5)) =",89
"Qual'è il risultato numerico della seguente espressione? ((1 + 1 * 3 - 2) * (-8 - -2 - 9 + -9)) =",-48
"Qual'è il risultato numerico della seguente espressione? ((5 + 6 * 4 * 9) + (-9 - 0 * 3 - 1)) =",211
"Qual'è il risultato numerico della seguente espressione? ((-1 - 9 + -9 * -9) - (1 + -3 - 5 - 5)) =",83
"Qual'è il risultato numerico della seguente espressione? ((-1 + -6 - -4 + -6) - (-2 * -5 - -1 * 1)) =",-20
"Qual'è il risultato numerico della seguente espressione? ((-2 - -7 + 5 * -3) + (2 - 8 + 5 * -7)) =",-51
"Qual'è il risultato numerico della seguente espressione? ((3 - -6 - 7 + 3) + (-7 + 6 * 9 + 8)) =",60
"Qual'è il risultato numerico della seguente espressione? ((-1 - -9 * 8 - -9) + (-9 - 2 * -6 + -6)) =",77
"Qual'è il risultato numerico della seguente espressione? ((-5 + 6 + -6 * -1) + (-5 + -5 + 9 + -2)) =",4
"Qual'è il risultato numerico della seguente espressione? ((4 + -1 + -7 + 2) - (-7 + -9 * -6 + -3)) =",-46
"Qual'è il risultato numerico della seguente espressione? ((8 * 9 * 0 - -1) - (-9 - -7 + -4 - 8)) =",15
"Qual'è il risultato numerico della seguente espressione? ((4 + 5 * -9 * -8) - (-9 + -7 - -6 - -9)) =",365
"Qual'è il risultato numerico della seguente espressione? ((-8 + 5 - 0 - 6) * (-5 * -4 - 6 + -3)) =",-99
"Qual'è il risultato numerico della seguente espressione? ((-4 + -5 * 7 + 7) + (3 * -3 - -4 + 4)) =",-33
"Qual'è il risultato numerico della seguente espressione? ((0 * 8 - -9 * 6) - (-3 * -9 * -1 - 7)) =",88
"Qual'è il risultato numerico della seguente espressione? ((0 * 9 + -8 * 7) - (7 - 9 + 1 + 0)) =",-55
"Qual'è il risultato numerico della seguente espressione? ((9 * 4 - 6 - -8) + (6 - 8 - -4 * 3)) =",48
"Qual'è il risultato numerico della seguente espressione? ((6 - 1 - -3 + -2) + (5 * 5 + -1 - -8)) =",38
"Qual'è il risultato numerico della seguente espressione? ((-4 + 4 + 3 * 1) - (-9 - -3 + -6 - 5)) =",20
"Qual'è il risultato numerico della seguente espressione? ((-3 - -6 - -7 + 3) + (5 * 5 * 1 - -3)) =",41
"Qual'è il risultato numerico della seguente espressione? ((-8 * 4 + 7 - 5) + (9 + -6 + -2 * 5)) =",-37
"Qual'è il risultato numerico della seguente espressione? ((-8 - -6 * 7 * 0) * (0 + -5 * -8 - 0)) =",-320
"Qual'è il risultato numerico della seguente espressione? ((5 * 1 * 3 - 9) * (-7 + 4 - -7 * -3)) =",-144
"Qual'è il risultato numerico della seguente espressione? ((5 - -2 * -9 + 8) - (3 - 4 * -3 - -6)) =",-26
"Qual'è il risultato numerico della seguente espressione? ((7 + 1 + 9 * 1) + (7 - -3 + 3 * 1)) =",30
"Qual'è il risultato numerico della seguente espressione? ((-6 + -2 * 3 * 0) + (3 + -4 - 7 - -4)) =",-10
"Qual'è il risultato numerico della seguente espressione? ((-8 + -4 * -9 * 0) + (2 * -9 + 3 * -3)) =",-35
"Qual'è il risultato numerico della seguente espressione? ((-8 + 6 - 8 * -9) - (9 - 9 * -2 + -1)) =",44
"Qual'è il risultato numerico della seguente espressione? ((9 - -6 * 9 * 4) - (6 - 4 * -8 * -7)) =",443
"Qual'è il risultato numerico della seguente espressione? ((8 + 3 * -8 - -8) - (2 + 2 * -9 - 6)) =",14
"Qual'è il risultato numerico della seguente espressione? ((-9 + 8 - -4 * 2) - (1 - 9 + -6 * 3)) =",33
"Qual'è il risultato numerico della seguente espressione? ((-1 * -6 - -1 - -8) - (8 + -7 * 8 * -4)) =",-217
"Qual'è il risultato numerico della seguente espressione? ((-3 * 6 - 0 * 6) - (-6 * -6 * 7 + -8)) =",-262
"Qual'è il risultato numerico della seguente espressione? ((-6 - -1 - -5 * -5) + (8 + -5 - 9 * -7)) =",36
"Qual'è il risultato numerico della seguente espressione? ((-9 + -4 + 0 * -1) * (4 * -3 * -8 - -4)) =",-1300
"Qual'è il risultato numerico della seguente espressione? ((-2 - 2 * 2 + 0) - (7 - 6 - -7 - -1)) =",-15
"Qual'è il risultato numerico della seguente espressione? ((-7 - -4 * 2 - 9) * (9 - 6 - 1 + -4)) =",16
"Qual'è il risultato numerico della seguente espressione? ((-9 * 4 * -9 - -9) * (5 * 2 * 6 * -2)) =",-39960
"Qual'è il risultato numerico della seguente espressione? ((-9 + -3 + 6 - 8) - (-7 * -2 * -6 + -6)) =",76
"Qual'è il risultato numerico della seguente espressione? ((-7 + 5 * -6 * -6) * (7 * -5 + -6 - 7)) =",-8304
"Qual'è il risultato numerico della seguente espressione? ((-8 * 0 + 2 * 2) * (-9 - 1 * -9 * 3)) =",72
"Qual'è il risultato numerico della seguente espressione? ((9 + 2 + 3 - -3) + (-5 + 6 - -6 - -9)) =",33
"Qual'è il risultato numerico della seguente espressione? ((5 - 6 - 7 + 6) - (-1 - 1 * -7 + 9)) =",-17
"Qual'è il risultato numerico della seguente espressione? ((-9 - -7 + 2 + 2) + (-7 + -9 - -1 - 0)) =",-13
"Qual'è il risultato numerico della seguente espressione? ((-6 * -4 + -1 + 1) + (-9 * -6 + 7 + 9)) =",94
"Qual'è il risultato numerico della seguente espressione? ((7 - 5 * 7 + -1) + (6 * 4 - 9 + -7)) =",-21
"Qual'è il risultato numerico della seguente espressione? ((6 + -8 * -3 - -5) * (2 - 7 * -2 * -8)) =",-3850
"Qual'è il risultato numerico della seguente espressione? ((-1 * -1 * -6 - 7) - (-4 * 0 - -4 - 9)) =",-8
"Qual'è il risultato numerico della seguente espressione? ((-6 + 1 - -4 * -2) + (4 - -8 - -1 - -2)) =",2
"Qual'è il risultato numerico della seguente espressione? ((7 + -9 * -5 + -3) * (-8 * 8 - -5 + -5)) =",-3136
"Qual'è il risultato numerico della seguente espressione? ((3 * 4 * 0 * -3) - (6 + -4 + 2 * -7)) =",12
"Qual'è il risultato numerico della seguente espressione? ((2 + -6 * -7 - 7) + (-2 - -5 + -4 + -2)) =",34
"Qual'è il risultato numerico della seguente espressione? ((-3 + -4 * 5 * -7) - (-1 * -4 + -9 + 2)) =",140
"Qual'è il risultato numerico della seguente espressione? ((0 + -9 * 6 * 4) + (5 - -3 + 8 * 5)) =",-168
"Qual'è il risultato numerico della seguente espressione? ((-4 - -6 - -5 - 5) - (-2 + -4 - -8 + 6)) =",-6
"Qual'è il risultato numerico della seguente espressione? ((-3 + -4 * 3 - -8) + (8 - 1 - -4 - -1)) =",5
"Qual'è il risultato numerico della seguente espressione? ((-4 - 5 + 2 + 7) - (-9 * 6 * -1 - -3)) =",-57
"Qual'è il risultato numerico della seguente espressione? ((8 + 1 + 6 + 6) - (7 - -7 - 9 - -8)) =",8
"Qual'è il risultato numerico della seguente espressione? ((-9 * -5 - 5 + 7) - (-3 - 8 + 9 * -2)) =",76
"Qual'è il risultato numerico della seguente espressione? ((0 + 1 - -6 * 9) * (4 + 7 + -9 - 8)) =",-330
"Qual'è il risultato numerico della seguente espressione? ((-1 + -6 + -3 * -2) * (-9 * -1 + 2 - 3)) =",-8
"Qual'è il risultato numerico della seguente espressione? ((6 * 5 + 0 - -3) * (4 * 5 * 3 + 0)) =",1980
"Qual'è il risultato numerico della seguente espressione? ((-2 * -1 + 1 * -3) - (7 * -7 + -5 * 6)) =",78
"Qual'è il risultato numerico della seguente espressione? ((-1 + 5 - -1 + 3) + (0 - -3 - -5 * 0)) =",11
"Qual'è il risultato numerico della seguente espressione? ((0 - 5 + 0 + 3) * (-7 + -8 * 4 - -3)) =",72
"Qual'è il risultato numerico della seguente espressione? ((-2 - 3 - 0 - 2) * (1 - -7 - -3 + -6)) =",-35
"Qual'è il risultato numerico della seguente espressione? ((3 + 3 - -4 - 2) + (-2 - -7 * -2 * 1)) =",-8
"Qual'è il risultato numerico della seguente espressione? ((-9 - -8 + 3 * -1) * (-9 * -2 * 4 + -6)) =",-264
"Qual'è il risultato numerico della seguente espressione? ((-1 - 9 * 6 + 3) * (0 - 8 - -4 - -4)) =",0
"Qual'è il risultato numerico della seguente espressione? ((-9 - 8 * 9 - 0) + (-4 + 4 + -2 - 0)) =",-83
"Qual'è il risultato numerico della seguente espressione? ((-6 - -5 - -9 - -9) * (-6 * 4 - 8 - -9)) =",-391
"Qual'è il risultato numerico della seguente espressione? ((1 + 2 * -1 - -8) - (-8 - 2 - -1 + 6)) =",10
"Qual'è il risultato numerico della seguente espressione? ((-6 * -2 + -2 - -9) + (-9 * 3 * -1 + -1)) =",45
"Qual'è il risultato numerico della seguente espressione? ((-1 * -3 - 2 + -7) + (4 * 8 * -6 - -2)) =",-196
"Qual'è il risultato numerico della seguente espressione? ((8 + 6 * -1 - -3) * (-5 * 0 - -7 * 1)) =",35
"Qual'è il risultato numerico della seguente espressione? ((-5 - -1 - 7 * 8) * (-1 - -4 * -7 * 2)) =",3420
"Qual'è il risultato numerico della seguente espressione? ((4 - 8 - -9 * 7) - (5 + -8 * 9 * -2)) =",-90
"Qual'è il risultato numerico della seguente espressione? ((-7 - -8 + 5 - -4) + (6 - -6 * 4 - 3)) =",37
"Qual'è il risultato numerico della seguente espressione? ((-3 * 4 * 3 + -5) + (-7 - 5 + 7 * -4)) =",-81
"Qual'è il risultato numerico della seguente espressione? ((-2 - 1 - -6 + -9) - (4 * 8 + -8 * 5)) =",2
"Qual'è il risultato numerico della seguente espressione? ((-2 * 4 - 3 - 3) - (-9 * -3 - -8 * 6)) =",-89
"Qual'è il risultato numerico della seguente espressione? ((-4 + -6 + -6 - -9) + (-2 * -5 * 5 * 7)) =",343
"Qual'è il risultato numerico della seguente espressione? ((-5 * 5 + 1 - 4) + (9 * 0 - -7 - 3)) =",-24
"Qual'è il risultato numerico della seguente espressione? ((1 - -8 + 0 - -3) + (-3 + -4 + 1 + 2)) =",8
"Qual'è il risultato numerico della seguente espressione? ((8 - -5 + -9 + 7) + (-9 * -1 * -6 + 4)) =",-39
"Qual'è il risultato numerico della seguente espressione? ((0 * 3 - -9 + -1) - (-5 * -6 - 6 + 8)) =",-24
"Qual'è il risultato numerico della seguente espressione? ((-4 + -9 + -7 * 8) - (-8 + 0 * -5 + -1)) =",-60
"Qual'è il risultato numerico della seguente espressione? ((7 + -7 * 9 * 5) - (-2 + -6 - -8 * -2)) =",-284
"Qual'è il risultato numerico della seguente espressione? ((-4 - -8 + 2 + -8) * (-3 * 0 + 4 * 1)) =",-8
"Qual'è il risultato numerico della seguente espressione? ((3 - 9 - 3 - 4) + (1 * -2 * -3 - -3)) =",-4
"Qual'è il risultato numerico della seguente espressione? ((-6 * -4 + 1 + -1) * (-1 + 2 * 7 + 2)) =",360
"Qual'è il risultato numerico della seguente espressione? ((-9 * -3 - 8 - 5) + (1 * -2 - -4 * 5)) =",32
"Qual'è il risultato numerico della seguente espressione? ((3 + -6 * -2 + 7) * (-6 - -4 - -6 + 6)) =",220
"Qual'è il risultato numerico della seguente espressione? ((-7 * 2 + -4 * -8) - (-5 * 0 * 1 * 5)) =",18
"Qual'è il risultato numerico della seguente espressione? ((-4 * 4 + -1 * 5) - (-6 + 1 - -8 - 6)) =",-18
"Qual'è il risultato numerico della seguente espressione? ((7 - -9 + 0 - 0) + (-9 + 5 - -9 * -1)) =",3
"Qual'è il risultato numerico della seguente espressione? ((4 + 3 + -9 + -2) * (7 * 2 + 8 - 1)) =",-84
"Qual'è il risultato numerico della seguente espressione? ((3 - 1 + -3 * -4) - (8 * 9 - -7 - -6)) =",-71
"Qual'è il risultato numerico della seguente espressione? ((-6 * -7 * -8 - -2) + (-5 - 2 + 0 + -2)) =",-343
"Qual'è il risultato numerico della seguente espressione? ((5 * 7 * -4 + 7) * (-5 - -6 + -8 * -5)) =",-5453
"Qual'è il risultato numerico della seguente espressione? ((4 - 2 * 2 + 3) + (-3 - -9 - -4 - 5)) =",8
"Qual'è il risultato numerico della seguente espressione? ((8 - 7 - -3 + -9) - (-6 * -6 + -4 * -4)) =",-57
"Qual'è il risultato numerico della seguente espressione? ((-7 + 9 + -9 * -4) - (-7 * 6 - 7 * 3)) =",101
"Qual'è il risultato numerico della seguente espressione? ((-6 * -2 + 6 - -8) - (-2 * -4 * 8 + 5)) =",-43
"Qual'è il risultato numerico della seguente espressione? ((-1 + 5 * 4 + 9) - (-7 - 6 * -8 - 0)) =",-13
"Qual'è il risultato numerico della seguente espressione? ((-4 + -2 + -6 + -1) + (-4 * 2 + -5 * 8)) =",-61
"Qual'è il risultato numerico della seguente espressione? ((-8 - -1 - -2 * -7) + (3 + 2 - 3 * 3)) =",-25
"Qual'è il risultato numerico della seguente espressione? ((4 + 5 - 7 + 9) * (-1 - -4 + -7 - -5)) =",11
"Qual'è il risultato numerico della seguente espressione? ((7 + 7 * 3 - 3) - (-3 + 4 - -6 + -3)) =",21
"Qual'è il risultato numerico della seguente espressione? ((-4 + 5 - 4 - -6) * (-3 * -1 * 2 - -4)) =",30
"Qual'è il risultato numerico della seguente espressione? ((2 + 7 - -5 - 1) - (0 - 5 - 9 + 0)) =",27
"Qual'è il risultato numerico della seguente espressione? ((4 * -4 + -6 - -2) - (9 + -7 + -8 * 6)) =",26
"Qual'è il risultato numerico della seguente espressione? ((3 - 2 - 3 * 3) + (-8 * -1 * -9 * 3)) =",-224
"Qual'è il risultato numerico della seguente espressione? ((-1 * -5 - -3 + -9) + (-5 - 3 * -2 - 5)) =",-5
"Qual'è il risultato numerico della seguente espressione? ((5 * -1 - 7 * 5) - (6 - -5 * 3 * 7)) =",-151
"Qual'è il risultato numerico della seguente espressione? ((9 - -5 - 1 + -2) * (-5 * 3 - -5 - 0)) =",-110
"Qual'è il risultato numerico della seguente espressione? ((-8 - -3 * 5 + 4) * (2 * 7 - -3 - -1)) =",198
"Qual'è il risultato numerico della seguente espressione? ((5 - 7 + -6 + 4) * (2 - -9 + 3 - 6)) =",-32
"Qual'è il risultato numerico della seguente espressione? ((-5 - -1 - 6 * 0) + (-3 + 5 * 0 + 1)) =",-6
"Qual'è il risultato numerico della seguente espressione? ((-3 - 9 - 3 - 1) + (-4 * -9 * -7 - -6)) =",-262
"Qual'è il risultato numerico della seguente espressione? ((1 * -1 + 5 * -4) + (-2 - 5 * 4 - 5)) =",-48
"Qual'è il risultato numerico della seguente espressione? ((-3 - -8 - -7 + -2) - (-2 - 8 + -1 - -6)) =",15
"Qual'è il risultato numerico della seguente espressione? ((-5 * -6 + 3 * -3) - (-1 + -8 * 8 * -9)) =",-554
"Qual'è il risultato numerico della seguente espressione? ((-5 - -7 - 4 - 8) - (-4 + 4 + 1 + 0)) =",-11
"Qual'è il risultato numerico della seguente espressione? ((9 + 7 - 4 - 7) - (-5 + 6 + -1 * 0)) =",4
"Qual'è il risultato numerico della seguente espressione? ((8 * -6 + -9 + 9) * (0 - 4 - 0 - -9)) =",-240
"Qual'è il risultato numerico della seguente espressione? ((-4 * 1 + 8 + 9) * (7 * -6 * -5 - 6)) =",2652
"Qual'è il risultato numerico della seguente espressione? ((-5 - 6 * 2 + 4) - (1 - 9 - 0 * 5)) =",-5
"Qual'è il risultato numerico della seguente espressione? ((-7 - 1 + 3 * -2) + (0 - 4 + 6 + 1)) =",-11
"Qual'è il risultato numerico della seguente espressione? ((7 * 2 + 4 - -6) * (6 - 7 - 7 * -2)) =",312
"Qual'è il risultato numerico della seguente espressione? ((-6 * -9 + 1 * 7) - (0 + 3 * 5 - 2)) =",48
"Qual'è il risultato numerico della seguente espressione? ((-8 - -1 + -8 + -3) * (-4 * 6 - 2 - 3)) =",522
"Qual'è il risultato numerico della seguente espressione? ((0 * -4 - -7 * 5) + (-4 * 0 + 6 + 0)) =",41
"Qual'è il risultato numerico della seguente espressione? ((9 * -9 + -4 * -8) - (5 * 0 + 8 - 5)) =",-52
"Qual'è il risultato numerico della seguente espressione? ((-6 + -9 - -6 + -1) + (-8 * 5 * -6 + 7)) =",237
"Qual'è il risultato numerico della seguente espressione? ((5 + 4 + 7 - 6) - (-8 * 0 - 9 + 4)) =",15
"Qual'è il risultato numerico della seguente espressione? ((9 - 6 + -4 + -5) * (4 - -8 + -9 + 0)) =",-18
"Qual'è il risultato numerico della seguente espressione? ((-9 * 6 - -3 * -3) + (-4 - -9 + 4 - -4)) =",-50
"Qual'è il risultato numerico della seguente espressione? ((-8 * -8 - -5 * -6) * (3 + -9 - 5 - -1)) =",-340
"Qual'è il risultato numerico della seguente espressione? ((0 + 3 * 4 * 9) - (4 - -5 + -4 - 4)) =",107
"Qual'è il risultato numerico della seguente espressione? ((-4 + -7 - 3 + 3) - (-3 + -2 - -3 * -3)) =",3
"Qual'è il risultato numerico della seguente espressione? ((-7 * -2 * -1 + -9) - (-7 + 5 - 0 * -4)) =",-21
"Qual'è il risultato numerico della seguente espressione? ((-3 + 2 * -7 * 5) * (-9 - 9 - -9 + -7)) =",1168
"Qual'è il risultato numerico della seguente espressione? ((1 + 0 + 2 - 4) + (-9 + 6 * -5 + 8)) =",-32
"Qual'è il risultato numerico della seguente espressione? ((-3 + -4 * 4 + -8) + (1 - -3 + 4 - -9)) =",-10
"Qual'è il risultato numerico della seguente espressione? ((3 * -7 * -4 * 2) + (7 - -3 - -3 * 1)) =",181
"Qual'è il risultato numerico della seguente espressione? ((-5 * -6 + -9 - 3) + (-7 - -2 - 6 * 6)) =",-23
"Qual'è il risultato numerico della seguente espressione? ((6 - 5 + 5 + -9) - (9 + 8 * -6 * -1)) =",-60
"Qual'è il risultato numerico della seguente espressione? ((8 * 3 - -1 - -3) * (-4 * 7 * -3 * 3)) =",7056
"Qual'è il risultato numerico della seguente espressione? ((5 + 3 - 6 + 1) + (-5 + 5 - 6 - 4)) =",-7
"Qual'è il risultato numerico della seguente espressione? ((-9 + 6 + 1 - 7) * (2 - -2 + -9 + -2)) =",63
"Qual'è il risultato numerico della seguente espressione? ((1 * 0 - -5 - 3) + (9 * 6 + -4 - 0)) =",52
"Qual'è il risultato numerico della seguente espressione? ((1 - 2 + 5 * 2) + (-2 - -7 + 3 * -8)) =",-10
"Qual'è il risultato numerico della seguente espressione? ((5 + -7 + 1 - 5) - (-3 * -1 * 7 + -1)) =",-26
"Qual'è il risultato numerico della seguente espressione? ((-7 * -2 + -4 + -4) - (9 * 1 * -6 * 6)) =",330
"Qual'è il risultato numerico della seguente espressione? ((1 + 0 - 3 + 0) - (-7 - 9 * 1 + -3)) =",17
"Qual'è il risultato numerico della seguente espressione? ((7 * 6 - -2 - 7) * (4 * 5 * -3 + 2)) =",-2146
"Qual'è il risultato numerico della seguente espressione? ((3 * -9 * 3 - 7) - (-9 + 4 * 8 + 2)) =",-113
"Qual'è il risultato numerico della seguente espressione? ((9 + 6 - 9 + 8) * (9 - -9 * -6 + -2)) =",-658
"Qual'è il risultato numerico della seguente espressione? ((5 * 6 + -6 - 8) * (-5 - 6 - 5 - -4)) =",-192
"Qual'è il risultato numerico della seguente espressione? ((5 + 4 - -1 * -1) + (-6 - -7 + -1 * 6)) =",3
"Qual'è il risultato numerico della seguente espressione? ((9 - 5 - 4 + -2) + (-9 + 1 - 1 - 9)) =",-20
"Qual'è il risultato numerico della seguente espressione? ((6 - 9 * -6 - -9) + (3 * 3 + -5 * -9)) =",123
"Qual'è il risultato numerico della seguente espressione? ((-2 * 5 + -3 + 0) * (-9 + 2 + 5 * 4)) =",-169
"Qual'è il risultato numerico della seguente espressione? ((5 * -3 * 3 * 7) * (0 + -9 - -5 - -2)) =",630
"Qual'è il risultato numerico della seguente espressione? ((8 - 3 + 0 + 7) + (-9 * -6 * 2 - 0)) =",120
"Qual'è il risultato numerico della seguente espressione? ((-2 * 9 * -8 + 8) - (0 * -4 - -6 * 4)) =",128
"Qual'è il risultato numerico della seguente espressione? ((-7 * -6 * 0 - 5) * (-3 - 9 * -8 * -9)) =",3255
"Qual'è il risultato numerico della seguente espressione? ((3 * 8 * -1 * -9) - (-2 + 2 * -8 * 8)) =",346
"Qual'è il risultato numerico della seguente espressione? ((-9 + 5 * 0 - -8) + (6 - -5 * -7 + -8)) =",-38
"Qual'è il risultato numerico della seguente espressione? ((-2 - -7 - 5 * 2) + (-3 - 5 * 3 + -7)) =",-30
"Qual'è il risultato numerico della seguente espressione? ((-9 + -7 + -1 - -1) * (3 - -7 - -1 * 0)) =",-160
"Qual'è il risultato numerico della seguente espressione? ((-1 + 6 + 9 + 3) - (-5 - 9 - -3 + 4)) =",24
"Qual'è il risultato numerico della seguente espressione? ((-7 + 9 * 9 * 6) - (-2 - -5 + 9 + -7)) =",474
"Qual'è il risultato numerico della seguente espressione? ((-8 - -7 + 0 + 3) + (-3 + 5 - -5 * -8)) =",-36
"Qual'è il risultato numerico della seguente espressione? ((8 - 4 - -8 - -7) + (6 - 5 - -1 - 4)) =",17
"Qual'è il risultato numerico della seguente espressione? ((-6 * 8 + -6 - -5) + (-4 - 9 * 5 - -1)) =",-97
"Qual'è il risultato numerico della seguente espressione? ((5 * -9 - 4 - 4) - (-3 * 2 * 9 + -7)) =",8
"Qual'è il risultato numerico della seguente espressione? ((4 * -9 * 3 * -8) + (-9 - 4 - -9 - -7)) =",867
